Count (Patents),Profile,Country,Patent Number,Licensor,Est. Exp. Date
8090,Main/Main10,JP,JP6132161,Sun Patent,20330531.0
8091,Main/Main10,JP,JP6132950,Toshiba,20320627.0
8092,Main/Main10,JP,JP6134418,Docomo,20311107.0
8093,Main/Main10,JP,JP6135800,JVCKENWOOD,20330405.0
8094,Main/Main10,JP,JP6135801,JVCKENWOOD,20330405.0
8095,Main/Main10,JP,JP6135802,JVCKENWOOD,20330405.0
8096,Main/Main10,JP,JP6135803,JVCKENWOOD,20330405.0
8097,Main/Main10,JP,JP6135939,Sun Patent,20330507.0
8098,Main/Main10,JP,JP6139774,Huawei,20340714.0
8099,Main/Main10,JP,JP6140269,ETRI,20330416.0
8100,Main/Main10,JP,JP6142943,NEC,20310630.0
8101,Main/Main10,JP,JP6144754,Google,20330213.0
8102,Main/Main10,JP,JP6149971,NEC,20320614.0
8103,Main/Main10,JP,JP6150190,Sun Patent,20320525.0
8104,Main/Main10,JP,JP6150832,GEVC,20310408.0
8105,Main/Main10,JP,JP6150912,Canon,
8106,Main/Main10,JP,JP6158802,Huawei,20321107.0
8107,Main/Main10,JP,JP6161008,Sun Patent,20330807.0
8108,Main/Main10,JP,JP6163176,ETRI,20310817.0
8109,Main/Main10,JP,JP6163229,ETRI,
8110,Main/Main10,JP,JP6163230,ETRI,
8111,Main/Main10,JP,JP6163574,ETRI,20330121.0
8112,Main/Main10,JP,JP6163575,ETRI,20330121.0
8113,Main/Main10,JP,JP6163576,ETRI,20330121.0
8114,Main/Main10,JP,JP6164600,"KBS, KAIST",20300223.0
8115,Main/Main10,JP,JP6164660,"KBS, KAIST",20300223.0
8116,Main/Main10,JP,JP6165172,Canon,20330118.0
8117,Main/Main10,JP,JP6165219,Canon,20320111.0
8118,Main/Main10,JP,JP6167202,DLLC,20320620.0
8119,Main/Main10,JP,JP6168452,Sun Patent,20330517.0
8120,Main/Main10,JP,JP6169091,LGE,20321105.0
8121,Main/Main10,JP,JP6169681,"ETRI, UICGKHU",20330416.0
8122,Main/Main10,JP,JP6172324,NEC,20310630.0
8123,Main/Main10,JP,JP6172325,NEC,20310630.0
8124,Main/Main10,JP,JP6172326,NEC,20310630.0
8125,Main/Main10,JP,JP6172327,NEC,20310630.0
8126,Main/Main10,JP,JP6172328,NEC,20310630.0
8127,Main/Main10,JP,JP6172485,Sun Patent,20320905.0
8128,Main/Main10,JP,JP6177775,GEVC,20320716.0
8129,Main/Main10,JP,JP6179633,JVCKENWOOD,20320810.0
8130,Main/Main10,JP,JP6183509,JVCKENWOOD,20330416.0
8131,Main/Main10,JP,JP6183510,JVCKENWOOD,20330416.0
8132,Main/Main10,JP,JP6183511,JVCKENWOOD,20330416.0
8133,Main/Main10,JP,JP6183512,JVCKENWOOD,20330416.0
8134,Main/Main10,JP,JP6184416,Canon,20321107.0
8135,Main/Main10,JP,JP6185461,DLLC,20320620.0
8136,Main/Main10,JP,JP6199462,Philips,20261222.0
8137,Main/Main10,JP,JP6200049,LGE,20311123.0
8138,Main/Main10,JP,JP6203878,ETRI,20320131.0
8139,Main/Main10,JP,JP6203898,"ETRI, UICGKHU",20321108.0
8140,Main/Main10,JP,JP6203899,"ETRI, UICGKHU",20321108.0
8141,Main/Main10,JP,JP6207576,Canon,20320111.0
8142,Main/Main10,JP,JP6207790,Canon,20330118.0
8143,Main/Main10,JP,JP6208284,"ETRI, UICGKHU",20321108.0
8144,Main/Main10,JP,JP6208285,"ETRI, UICGKHU",20321108.0
8145,Main/Main10,JP,JP6209772,Huawei,20340114.0
8146,Main/Main10,JP,JP6212530,GEVC,20300413.0
8147,Main/Main10,JP,JP6213636,NEC,20320105.0
8148,Main/Main10,JP,JP6220023,Docomo,20300316.0
8149,Main/Main10,JP,JP6224162,ETRI,
8150,Main/Main10,JP,JP6224163,ETRI,20330416.0
8151,Main/Main10,JP,JP6226863,Mitsubishi,20330403.0
8152,Main/Main10,JP,JP6226972,Canon,20330628.0
8153,Main/Main10,JP,JP6228261,DLLC,20311219.0
8154,Main/Main10,JP,JP6229023,Docomo,20300317.0
8155,Main/Main10,JP,JP6231651,Samsung,20320106.0
8156,Main/Main10,JP,JP6233465,NEC,20320105.0
8157,Main/Main10,JP,JP6233489,JVCKENWOOD,20320810.0
8158,Main/Main10,JP,JP6233490,JVCKENWOOD,20320810.0
8159,Main/Main10,JP,JP6233790,Sun Patent,20321031.0
8160,Main/Main10,JP,JP6235742,Toshiba,20311017.0
8161,Main/Main10,JP,JP6235745,Toshiba,20311217.0
8162,Main/Main10,JP,JP6240266,Huawei,20330121.0
8163,Main/Main10,JP,JP6242385,HFI,20330402.0
8164,Main/Main10,JP,JP6242438,Docomo,20311221.0
8165,Main/Main10,JP,JP6242517,Docomo,20320924.0
8166,Main/Main10,JP,JP6246962,Docomo,20311220.0
8167,Main/Main10,JP,JP6252654,JVCKENWOOD,20320810.0
8168,Main/Main10,JP,JP6252663,JVCKENWOOD,20321221.0
8169,Main/Main10,JP,JP6252664,JVCKENWOOD,20321221.0
8170,Main/Main10,JP,JP6254668,IBEX,20320316.0
8171,Main/Main10,JP,JP6256565,JVCKENWOOD,20320328.0
8172,Main/Main10,JP,JP6256566,JVCKENWOOD,20320328.0
8173,Main/Main10,JP,JP6256572,JVCKENWOOD,20320328.0
8174,Main/Main10,JP,JP6258704,GEVC,20311104.0
8175,Main/Main10,JP,JP6258980,LGE,20320420.0
8176,Main/Main10,JP,JP6261660,Mitsubishi,20320530.0
8177,Main/Main10,JP,JP6262380,Toshiba,20320627.0
8178,Main/Main10,JP,JP6262381,Toshiba,20320627.0
8179,Main/Main10,JP,JP6263590,Philips,20261222.0
8180,Main/Main10,JP,JP6264428,JVCKENWOOD,20320328.0
8181,Main/Main10,JP,JP6264476,JVCKENWOOD,20321214.0
8182,Main/Main10,JP,JP6267778,DIAB,20290325.0
8183,Main/Main10,JP,JP6271697,Docomo,20320622.0
8184,Main/Main10,JP,JP6272402,Huawei,20320622.0
8185,Main/Main10,JP,JP6272441,Canon,20320627.0
8186,Main/Main10,JP,JP6272759,LGE,20320921.0
8187,Main/Main10,JP,JP6272979,Docomo,20320706.0
8188,Main/Main10,JP,JP6274299,NEC,20310708.0
8189,Main/Main10,JP,JP6274336,JVCKENWOOD,
8190,Main/Main10,JP,JP6274338,JVCKENWOOD,20321030.0
8191,Main/Main10,JP,JP6279700,KTCORP,20320906.0
8192,Main/Main10,JP,JP6279776,"ETRI, UICGKHU",20330416.0
8193,Main/Main10,JP,JP6293943,ETRI,20310817.0
8194,Main/Main10,JP,JP6298189,LGE,20320330.0
8195,Main/Main10,JP,JP6302582,DIAB,20321106.0
8196,Main/Main10,JP,JP6308448,Sun Patent,20320622.0
8197,Main/Main10,JP,JP6310034,Toshiba,20300715.0
8198,Main/Main10,JP,JP6310992,Docomo,20310112.0
8199,Main/Main10,JP,JP6311782,NEC,20311228.0
8200,Main/Main10,JP,JP6312787,Mitsubishi,20310721.0
8201,Main/Main10,JP,JP6312879,Canon,20320416.0
8202,Main/Main10,JP,JP6313497,ETRI,20310411.0
8203,Main/Main10,JP,JP6315133,JVCKENWOOD,20321221.0
8204,Main/Main10,JP,JP6315134,JVCKENWOOD,20321221.0
8205,Main/Main10,JP,JP6315135,JVCKENWOOD,20321221.0
8206,Main/Main10,JP,JP6315136,JVCKENWOOD,20321221.0
8207,Main/Main10,JP,JP6315137,JVCKENWOOD,20321221.0
8208,Main/Main10,JP,JP6315138,JVCKENWOOD,20321221.0
8209,Main/Main10,JP,JP6317418,Huawei,20320820.0
8210,Main/Main10,JP,JP6321091,Docomo,20310714.0
8211,Main/Main10,JP,JP6322693,KTCORP,20320906.0
8212,Main/Main10,JP,JP6323543,NEC,20311228.0
8213,Main/Main10,JP,JP6324481,Canon,20321107.0
8214,Main/Main10,JP,JP6334634,DLLC,20330117.0
8215,Main/Main10,JP,JP6334742,LGE,20320321.0
8216,Main/Main10,JP,JP6338621,Canon,20320112.0
8217,Main/Main10,JP,JP6341426,Sun Patent,20330827.0
8218,Main/Main10,JP,JP6345594,DIAB,20330926.0
8219,Main/Main10,JP,JP6347860,Mitsubishi,20300527.0
8220,Main/Main10,JP,JP6356723,GEVC,20320618.0
8221,Main/Main10,JP,JP6356762,Toshiba,20290618.0
8222,Main/Main10,JP,JP6358353,NEC,20320308.0
8223,Main/Main10,JP,JP6364110,DLLC,20310506.0
8224,Main/Main10,JP,JP6364447,"ETRI, UICGKHU",20331011.0
8225,Main/Main10,JP,JP6364448,"ETRI, UICGKHU",20331011.0
8226,Main/Main10,JP,JP6364449,"ETRI, UICGKHU",20331011.0
8227,Main/Main10,JP,JP6364450,"ETRI, UICGKHU",20331011.0
8228,Main/Main10,JP,JP6376260,JVCKENWOOD,20321214.0
8229,Main/Main10,JP,JP6388690,DLLC,20320620.0
8230,Main/Main10,JP,JP6396566,Toshiba,20311017.0
8231,Main/Main10,JP,JP6397555,Docomo,20311221.0
8232,Main/Main10,JP,JP6399182,NEC,20311228.0
8233,Main/Main10,JP,JP6399183,NEC,20311228.0
8234,Main/Main10,JP,JP6399184,NEC,20311228.0
8235,Main/Main10,JP,JP6405432,Docomo,20300316.0
8236,Main/Main10,JP,JP6406408,NEC,20311228.0
8237,Main/Main10,JP,JP6406409,NEC,20311228.0
8238,Main/Main10,JP,JP6407388,Canon,20330628.0
8239,Main/Main10,JP,JP6408681,Docomo,20320924.0
8240,Main/Main10,JP,JP6410853,Canon,20320410.0
8241,Main/Main10,JP,JP6411565,"LGE, KAIST",20281016.0
8242,Main/Main10,JP,JP6411615,Docomo,20311220.0
8243,Main/Main10,JP,JP6414307,NEC,20311228.0
8244,Main/Main10,JP,JP6415637,Canon,20310309.0
8245,Main/Main10,JP,JP6416156,"ETRI, UICFKAU",20320914.0
8246,Main/Main10,JP,JP6417021,IBEX,20320316.0
8247,Main/Main10,JP,JP6417022,IBEX,20320316.0
8248,Main/Main10,JP,JP6418300,JVCKENWOOD,20321030.0
8249,Main/Main10,JP,JP6419269,Canon,20321107.0
8250,Main/Main10,JP,JP6419934,Toshiba,20320627.0
8251,Main/Main10,JP,JP6422922,ETRI,20320620.0
8252,Main/Main10,JP,JP6425777,Canon,20330118.0
8253,Main/Main10,JP,JP6426227,Huawei,20340404.0
8254,Main/Main10,JP,JP6426648,Docomo,20320702.0
8255,Main/Main10,JP,JP6429960,LGE,20311123.0
8256,Main/Main10,JP,JP6430045,Docomo,20320706.0
8257,Main/Main10,JP,JP6431943,GEVC,20310413.0
8258,Main/Main10,JP,JP6431944,GEVC,20310413.0
8259,Main/Main10,JP,JP6437494,"ETRI, KAIST",20311004.0
8260,Main/Main10,JP,JP6443570,JVCKENWOOD,
8261,Main/Main10,JP,JP6445623,ETRI,20330121.0
8262,Main/Main10,JP,JP6449203,ETRI,20330118.0
8263,Main/Main10,JP,JP6463521,Mitsubishi,20320605.0
8264,Main/Main10,JP,JP6467030,Docomo,20320622.0
8265,Main/Main10,JP,JP6479060,GEVC,20320112.0
8266,Main/Main10,JP,JP6479237,Docomo,20310714.0
8267,Main/Main10,JP,JP6484740,Docomo,20310714.0
8268,Main/Main10,JP,JP6486528,Docomo,20311215.0
8269,Main/Main10,JP,JP6487002,Toshiba,20311108.0
8270,Main/Main10,JP,JP6490264,Canon,20321107.0
8271,Main/Main10,JP,JP6490272,Canon,20320416.0
8272,Main/Main10,JP,JP6490276,Canon,20321107.0
8273,Main/Main10,JP,JP6492047,GEVC,20320618.0
8274,Main/Main10,JP,JP6492147,DLLC,20311219.0
8275,Main/Main10,JP,JP6494675,Canon,
8276,Main/Main10,JP,JP6495359,ETRI,20330118.0
8277,Main/Main10,JP,JP6496802,Huawei,20320622.0
8278,Main/Main10,JP,JP6497423,NEC,20320105.0
8279,Main/Main10,JP,JP6513120,Canon,20320912.0
8280,Main/Main10,JP,JP6513261,Canon,20320112.0
8281,Main/Main10,JP,JP6514307,Toshiba,20290618.0
8282,Main/Main10,JP,JP6517274,LGE,20321105.0
8283,Main/Main10,JP,JP6530467,Huawei,20330121.0
8284,Main/Main10,JP,JP6535780,Docomo,20310714.0
8285,Main/Main10,JP,JP6541763,Canon,
8286,Main/Main10,JP,JP6542831,GEVC,20330121.0
8287,Main/Main10,JP,JP6545770,LGE,20320921.0
8288,Main/Main10,JP,JP6545838,KTCORP,20320906.0
8289,Main/Main10,JP,JP6549279,"ETRI, UICGKHU",20331011.0
8290,Main/Main10,JP,JP6550429,ETRI,20320131.0
8291,Main/Main10,JP,JP6553221,LGE,20320330.0
8292,Main/Main10,JP,JP6553691,"ETRI, UICGKHU",20321108.0
8293,Main/Main10,JP,JP6556903,ETRI,20330416.0
8294,Main/Main10,JP,JP6556904,ETRI,20330416.0
8295,Main/Main10,JP,JP6556905,ETRI,20330416.0
8296,Main/Main10,JP,JP6556906,ETRI,20330416.0
8297,Main/Main10,JP,JP6556907,ETRI,20330416.0
8298,Main/Main10,JP,JP6559309,Docomo,20310929.0
8299,Main/Main10,JP,JP6560393,GEVC,20320618.0
8300,Main/Main10,JP,JP6563557,DIAB,20310930.0
8301,Main/Main10,JP,JP6574010,ETRI,20310411.0
8302,Main/Main10,JP,JP6574011,ETRI,20310411.0
8303,Main/Main10,JP,JP6574012,ETRI,20310411.0
8304,Main/Main10,JP,JP6580630,"ETRI, UICGKHU",20330416.0
8305,Main/Main10,JP,JP6580631,"ETRI, UICGKHU",20330416.0
8306,Main/Main10,JP,JP6580632,"ETRI, UICGKHU",20330416.0
8307,Main/Main10,JP,JP6587076,Sun Patent,20320622.0
8308,Main/Main10,JP,JP6588523,LGE,20320420.0
8309,Main/Main10,JP,JP6591015,Canon,20330628.0
8310,Main/Main10,JP,JP6591018,Canon,20320410.0
8311,Main/Main10,JP,JP6591019,Canon,20320410.0
8312,Main/Main10,JP,JP6591020,Canon,20320410.0
8313,Main/Main10,JP,JP6595019,KTCORP,20320906.0
8314,Main/Main10,JP,JP6595020,KTCORP,20320906.0
8315,Main/Main10,JP,JP6598957,Canon,20321107.0
8316,Main/Main10,JP,JP6602931,Docomo,20320924.0
8317,Main/Main10,JP,JP6605063,Mitsubishi,20310331.0
8318,Main/Main10,JP,JP6608504,Canon,20330118.0
8319,Main/Main10,JP,JP6609004,Toshiba,20300408.0
8320,Main/Main10,JP,JP6615290,Docomo,20311221.0
8321,Main/Main10,JP,JP6618439,Mitsubishi,20260922.0
8322,Main/Main10,JP,JP6619045,KTCORP,20320906.0
8323,Main/Main10,JP,JP6629163,Huawei,20320116.0
8324,Main/Main10,JP,JP6632456,Mitsubishi,20320605.0
8325,Main/Main10,JP,JP6637151,Docomo,20320628.0
8326,Main/Main10,JP,JP6648219,DLLC,20320620.0
8327,Main/Main10,JP,JP6650604,Sun Patent,20320622.0
8328,Main/Main10,JP,JP6659298,GEVC,20311104.0
8329,Main/Main10,JP,JP6659299,GEVC,20311104.0
8330,Main/Main10,JP,JP6659767,GEVC,20320716.0
8331,Main/Main10,JP,JP6660602,Sun Patent,20320706.0
8332,Main/Main10,JP,JP6663520,Docomo,20310714.0
8333,Main/Main10,JP,JP6666968,ETRI,20320620.0
8334,Main/Main10,JP,JP6667609,Mitsubishi,20320605.0
8335,Main/Main10,JP,JP6676731,GEVC,20320112.0
8336,Main/Main10,JP,JP6679777,Canon,20320416.0
8337,Main/Main10,JP,JP6679778,Canon,20320416.0
8338,Main/Main10,JP,JP6679781,Canon,20320816.0
8339,Main/Main10,JP,JP6679782,Canon,20320816.0
8340,Main/Main10,JP,JP6681937,DLLC,20330117.0
8341,Main/Main10,JP,JP6682594,Toshiba,20320627.0
8342,Main/Main10,JP,JP6685021,Sun Patent,20320622.0
8343,Main/Main10,JP,JP6686095,Canon,20310309.0
8344,Main/Main10,JP,JP6686206,Canon,20320112.0
8345,Main/Main10,JP,JP6689924,ETRI,20330118.0
8346,Main/Main10,JP,JP6707594,GEVC,20310413.0
8347,Main/Main10,JP,JP6707595,GEVC,20310413.0
8348,Main/Main10,JP,JP6708714,GEVC,20310413.0
8349,Main/Main10,JP,JP6720278,ETRI,20330121.0
8350,Main/Main10,JP,JP6721638,GEVC,20330121.0
8351,Main/Main10,JP,JP6727238,GEVC,20311104.0
8352,Main/Main10,JP,JP6728249,GEVC,20311010.0
8353,Main/Main10,JP,JP6736642,ETRI,20330121.0
8354,Main/Main10,JP,JP6738882,ETRI,20330121.0
8355,Main/Main10,JP,JP6743225,Canon,
8356,Main/Main10,JP,JP6744507,Toshiba,20311017.0
8357,Main/Main10,JP,JP6746749,"ETRI, UICGKHU",20321108.0
8358,Main/Main10,JP,JP6748749,Canon,
8359,Main/Main10,JP,JP6753914,GEVC,20310411.0
8360,Main/Main10,JP,JP6758125,Mitsubishi,20330403.0
8361,Main/Main10,JP,JP6766195,Canon,
8362,Main/Main10,JP,JP6766210,Canon,
8363,Main/Main10,JP,JP6766211,Canon,
8364,Main/Main10,JP,JP6775539,Mitsubishi,20310721.0
8365,Main/Main10,JP,JP6783355,ETRI,20320131.0
8366,Main/Main10,JP,JP6795666,Toshiba,20300408.0
8367,Main/Main10,JP,JP6797989,Canon,
8368,Main/Main10,JP,JP6797993,Canon,
8369,Main/Main10,JP,JP6801037,Canon,
8370,Main/Main10,JP,JP6801038,Canon,
8371,Main/Main10,JP,JP6820115,Mitsubishi,20330403.0
8372,Main/Main10,JP,JP6821730,Canon,
8373,Main/Main10,JP,JP6825064,Canon,
8374,Main/Main10,JP,JP6835448,Mitsubishi,20330403.0
8375,Main/Main10,JP,JP6845282,GEVC,20310413.0
8376,Main/Main10,JP,JP6851263,"KBS, KAIST",20300223.0
8377,Main/Main10,JP,JP6851264,"KBS, KAIST",20300223.0
8378,Main/Main10,JP,JP6851265,"KBS, KAIST",20300223.0
8379,Main/Main10,JP,JP6851429,Mitsubishi,20310721.0
8380,Main/Main10,JP,JP6855419,"ETRI, KAIST",20311004.0
8381,Main/Main10,JP,JP6862522,Toshiba,20290618.0
8382,Main/Main10,JP,JP6863669,Mitsubishi,20320605.0
8383,Main/Main10,JP,JP6864425,GEVC,20320413.0
8384,Main/Main10,JP,JP6891325,Canon,
8385,Main/Main10,JP,JP6895555,DLLC,20330117.0
8386,Main/Main10,JP,JP6900521,DLLC,20320620.0
8387,Main/Main10,JP,JP6953576,Canon,
8388,Main/Main10,JP,JP6957715,Huawei,20320622.0
8389,Main/Main10,JP,JP6961781,Toshiba,20300408.0
8390,Main/Main10,KE,KE714,Samsung,20310817.0
8391,Main/Main10,KE,KE718,Samsung,20310715.0
8392,Main/Main10,KE,KE796,Samsung,
8393,Main/Main10,KE,KE-AP3686,GEVC,20320618.0
8394,Main/Main10,KE,KE-AP3992,GEVC,20320716.0
8395,Main/Main10,KE,KE-AP4072,GEVC,20320618.0
8396,Main/Main10,KE,KE-AP4917,GEVC,20320716.0
8397,Main/Main10,KH,KH/GRRP/00006,DLLC,20230627.0
8398,Main/Main10,KH,KH/GRRP/00012,Sun Patent,20320221.0
8399,Main/Main10,KR,KR10-0583552,Docomo,20231011.0
8400,Main/Main10,KR,KR10-0591653,DIAB,20220808.0
8401,Main/Main10,KR,KR10-0603175,Docomo,20231004.0
8402,Main/Main10,KR,KR10-0604363,Philips,20190302.0
8403,Main/Main10,KR,KR10-0612785,DIAB,20220911.0
8404,Main/Main10,KR,KR10-0612849,Samsung,20240713.0
8405,Main/Main10,KR,KR10-0630944,Philips,20190222.0
8406,Main/Main10,KR,KR10-0656296,Panasonic,20220911.0
8407,Main/Main10,KR,KR10-0701810,Docomo,20230425.0
8408,Main/Main10,KR,KR10-0731884,KPIC,20251028.0
8409,Main/Main10,KR,KR10-0733795,GEVC,20230502.0
8410,Main/Main10,KR,KR10-0740381,Mitsubishi,20230410.0
8411,Main/Main10,KR,KR10-0743818,Panasonic,20220911.0
8412,Main/Main10,KR,KR10-0748194,DLLC,20230627.0
8413,Main/Main10,KR,KR10-0751670,DIAB,20220911.0
8414,Main/Main10,KR,KR10-0766657,Panasonic,20221002.0
8415,Main/Main10,KR,KR10-0785588,DIAB,20220911.0
8416,Main/Main10,KR,KR10-0785589,DIAB,20220911.0
8417,Main/Main10,KR,KR10-0796107,Panasonic,20221002.0
8418,Main/Main10,KR,KR10-0799412,Panasonic,20221002.0
8419,Main/Main10,KR,KR10-0801385,Panasonic,20220911.0
8420,Main/Main10,KR,KR10-0804902,Panasonic,20220911.0
8421,Main/Main10,KR,KR10-0811986,DIAB,20220808.0
8422,Main/Main10,KR,KR10-0845067,Panasonic,20220911.0
8423,Main/Main10,KR,KR10-0865034,LGE,20221204.0
8424,Main/Main10,KR,KR10-0873636,Samsung,20261108.0
8425,Main/Main10,KR,KR10-0880305,DIAB,20220808.0
8426,Main/Main10,KR,KR10-0882949,"ETRI, KUIACF",20270126.0
8427,Main/Main10,KR,KR10-0908422,NTT,20240722.0
8428,Main/Main10,KR,KR10-0923379,Panasonic,20230108.0
8429,Main/Main10,KR,KR10-0927733,"ETRI, KUIACF",20270412.0
8430,Main/Main10,KR,KR10-0928325,IDEAHUB,20271015.0
8431,Main/Main10,KR,KR10-0941495,NTT,20240722.0
8432,Main/Main10,KR,KR10-0946845,Panasonic,20230108.0
8433,Main/Main10,KR,KR10-0946846,Panasonic,20230108.0
8434,Main/Main10,KR,KR10-0946848,Panasonic,20230108.0
8435,Main/Main10,KR,KR10-0951301,"KBS, KAIST",20280211.0
8436,Main/Main10,KR,KR10-0951485,Panasonic,20221106.0
8437,Main/Main10,KR,KR10-0956910,Panasonic,20230428.0
8438,Main/Main10,KR,KR10-0961036,Panasonic,20230707.0
8439,Main/Main10,KR,KR10-0964641,Philips,20261222.0
8440,Main/Main10,KR,KR10-0994947,Philips,20231216.0
8441,Main/Main10,KR,KR10-1038442,Philips,20231020.0
8442,Main/Main10,KR,KR10-1082233,Panasonic,20250119.0
8443,Main/Main10,KR,KR10-1095938,ETRI,20261019.0
8444,Main/Main10,KR,KR10-1098300,Philips,20240603.0
8445,Main/Main10,KR,KR10-1159292,NTT,20240722.0
8446,Main/Main10,KR,KR10-1169447,HFI,20281212.0
8447,Main/Main10,KR,KR10-1196920,ETRI,20290408.0
8448,Main/Main10,KR,KR10-1197176,KTCORP,20320417.0
8449,Main/Main10,KR,KR10-1204026,KTCORP,20320417.0
8450,Main/Main10,KR,KR10-1204385,IBEX,20320316.0
8451,Main/Main10,KR,KR10-1210893,IBEX,20320120.0
8452,Main/Main10,KR,KR10-1215152,DLLC,20320423.0
8453,Main/Main10,KR,KR10-1217400,Mitsubishi,20260616.0
8454,Main/Main10,KR,KR10-1234008,ETRI,20301214.0
8455,Main/Main10,KR,KR10-1250608,"KBS, KAIST",20290819.0
8456,Main/Main10,KR,KR10-1277093,ETRI,20290408.0
8457,Main/Main10,KR,KR10-1279573,SK Telecom,20281031.0
8458,Main/Main10,KR,KR10-1292091,HUMAX,20311026.0
8459,Main/Main10,KR,KR10-1292093,HUMAX,20310704.0
8460,Main/Main10,KR,KR10-1302660,SK Telecom,20290914.0
8461,Main/Main10,KR,KR10-1306834,SK Telecom,20280922.0
8462,Main/Main10,KR,KR10-1314632,SK Telecom,20281031.0
8463,Main/Main10,KR,KR10-1316710,SK Telecom,20281031.0
8464,Main/Main10,KR,KR10-1334587,SK Telecom,20280922.0
8465,Main/Main10,KR,KR10-1336475,Mitsubishi,20260922.0
8466,Main/Main10,KR,KR10-1341993,SK Telecom,20310721.0
8467,Main/Main10,KR,KR10-1348613,ETRI,20301201.0
8468,Main/Main10,KR,KR10-1349599,Mitsubishi,20260922.0
8469,Main/Main10,KR,KR10-1351709,Mitsubishi,20300525.0
8470,Main/Main10,KR,KR10-1354014,UICGKHU,20301213.0
8471,Main/Main10,KR,KR10-1356439,"ETRI, KAIST",20311004.0
8472,Main/Main10,KR,KR10-1356448,"ETRI, KUIACF, UICGKHU",20290930.0
8473,Main/Main10,KR,KR10-1356450,ETRI,20320927.0
8474,Main/Main10,KR,KR10-1361005,SK Telecom,20280624.0
8475,Main/Main10,KR,KR10-1362441,DLLC,20300716.0
8476,Main/Main10,KR,KR10-1364195,SK Telecom,20280626.0
8477,Main/Main10,KR,KR10-1366648,"ETRI, UICGKHU",20311028.0
8478,Main/Main10,KR,KR10-1366649,ETRI,20330118.0
8479,Main/Main10,KR,KR10-1366650,ETRI,20320927.0
8480,Main/Main10,KR,KR10-1368053,Toshiba,20290618.0
8481,Main/Main10,KR,KR10-1369174,SK Telecom,20290914.0
8482,Main/Main10,KR,KR10-1372965,HFI,20320216.0
8483,Main/Main10,KR,KR10-1376673,HUMAX,20301201.0
8484,Main/Main10,KR,KR10-1377527,SK Telecom,20281014.0
8485,Main/Main10,KR,KR10-1377660,SK Telecom,20280930.0
8486,Main/Main10,KR,KR10-1378861,ETRI,20330416.0
8487,Main/Main10,KR,KR10-1378899,ETRI,20290408.0
8488,Main/Main10,KR,KR10-1383775,KTCORP,20310630.0
8489,Main/Main10,KR,KR10-1386274,Mitsubishi,20260922.0
8490,Main/Main10,KR,KR10-1387467,HUMAX,20310607.0
8491,Main/Main10,KR,KR10-1389163,Mitsubishi,20310331.0
8492,Main/Main10,KR,KR10-1409145,Canon,20320308.0
8493,Main/Main10,KR,KR10-1412176,"ETRI, KUIACF, UICGKHU",20290930.0
8494,Main/Main10,KR,KR10-1414182,"ETRI, UICGKHU",20301028.0
8495,Main/Main10,KR,KR10-1419011,"ETRI, UICFKAU",20320914.0
8496,Main/Main10,KR,KR10-1419012,"ETRI, UICFKAU",20320914.0
8497,Main/Main10,KR,KR10-1423735,ETRI,20301214.0
8498,Main/Main10,KR,KR10-1424220,"ETRI, UICGKHU",20331011.0
8499,Main/Main10,KR,KR10-1424221,ETRI,20301201.0
8500,Main/Main10,KR,KR10-1424222,ETRI,20301201.0
8501,Main/Main10,KR,KR10-1424223,ETRI,20301201.0
8502,Main/Main10,KR,KR10-1425180,ETRI,20301214.0
8503,Main/Main10,KR,KR10-1425772,LGE,20311122.0
8504,Main/Main10,KR,KR10-1428030,ETRI,20320131.0
8505,Main/Main10,KR,KR10-1433170,"ETRI, UICGKHU",20280105.0
8506,Main/Main10,KR,KR10-1433501,HFI,20310503.0
8507,Main/Main10,KR,KR10-1435095,NEC,20310708.0
8508,Main/Main10,KR,KR10-1435556,"ETRI, UICGKHU",20311028.0
8509,Main/Main10,KR,KR10-1435557,ETRI,20330118.0
8510,Main/Main10,KR,KR10-1435558,ETRI,20330118.0
8511,Main/Main10,KR,KR10-1435559,"ETRI, UICGKHU",20311028.0
8512,Main/Main10,KR,KR10-1435560,"ETRI, UICGKHU",20311028.0
8513,Main/Main10,KR,KR10-1438471,HFI,20311231.0
8514,Main/Main10,KR,KR10-1440610,ETRI,20301201.0
8515,Main/Main10,KR,KR10-1441269,Mitsubishi,20260922.0
8516,Main/Main10,KR,KR10-1441905,SK Telecom,20291118.0
8517,Main/Main10,KR,KR10-1442127,DLLC,20310621.0
8518,Main/Main10,KR,KR10-1442785,ETRI,20330118.0
8519,Main/Main10,KR,KR10-1443172,Huawei,20310524.0
8520,Main/Main10,KR,KR10-1445835,SK Telecom,20281031.0
8521,Main/Main10,KR,KR10-1446286,"ETRI, KAIST",20311004.0
8522,Main/Main10,KR,KR10-1446287,"ETRI, KAIST",20311004.0
8523,Main/Main10,KR,KR10-1447796,GEVC,20300413.0
8524,Main/Main10,KR,KR10-1451918,ETRI,20320620.0
8525,Main/Main10,KR,KR10-1451919,ETRI,20320620.0
8526,Main/Main10,KR,KR10-1451920,ETRI,20320620.0
8527,Main/Main10,KR,KR10-1451921,ETRI,20320620.0
8528,Main/Main10,KR,KR10-1452713,Samsung,20291030.0
8529,Main/Main10,KR,KR10-1452859,Samsung,20290813.0
8530,Main/Main10,KR,KR10-1452860,Samsung,
